;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
2403;Instance #370120 of Verification;370120;Verification;5;Public Works.ProcessOwner;221039;janeske;OPEN;2020-04-14T09:58:25.000Z;2020-04-22T10:08:41.000Z;oracleinternalpcs~Public_Works!4.5~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370120
2404;Instance #380152 of Verification;380152;Verification;5;Public Works.ProcessOwner;221042;janeske;OPEN;2020-04-14T10:00:53.000Z;2020-04-28T08:28:29.000Z;oracleinternalpcs~Public_Works!4.5~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380152
2405;Instance #380247 of Verification;380247;Verification;5;Public Works.ProcessOwner;221182;rudolf;OPEN;2020-04-15T05:08:47.000Z;2020-05-05T07:13:14.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380247
2406;Instance #370166 of Verification;370166;Verification;5;Public Works.ProcessOwner;221184;rudolf;OPEN;2020-04-15T05:09:23.000Z;2020-04-29T11:03:04.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370166
2407;Instance #380249 of Verification;380249;Verification;5;Public Works.ProcessOwner;221186;rudolf;OPEN;2020-04-15T05:10:38.000Z;2020-04-29T11:02:43.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380249
2408;Instance #370194 of Verification;370194;Verification;5;Public Works.ProcessOwner;221232;rudolf;OPEN;2020-04-16T04:33:09.000Z;2020-04-16T04:33:11.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370194
2409;Instance #380269 of Verification;380269;Verification;5;Public Works.ProcessOwner;221234;rudolf;OPEN;2020-04-16T04:46:10.000Z;2020-05-04T13:32:03.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380269
2410;Instance #370200 of Verification;370200;Verification;5;Public Works.ProcessOwner;221240;danelle;OPEN;2020-04-16T06:29:50.000Z;2020-05-10T19:01:21.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370200
2411;Instance #380301 of Verification;380301;Verification;5;Public Works.ProcessOwner;221276;rudolf;OPEN;2020-04-16T06:56:42.000Z;2020-05-04T13:27:57.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380301
2412;Instance #380310 of Verification;380310;Verification;5;Public Works.ProcessOwner;221285;danelle;OPEN;2020-04-16T08:22:29.000Z;2020-05-09T08:38:00.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380310
2413;Instance #380312 of Verification;380312;Verification;5;Public Works.ProcessOwner;221287;danelle;OPEN;2020-04-16T08:24:25.000Z;2020-05-09T08:38:11.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380312
2414;Instance #370210 of Verification;370210;Verification;5;Public Works.ProcessOwner;221294;danelle;OPEN;2020-04-16T08:35:41.000Z;2020-05-09T08:38:21.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370210
2415;Instance #370260 of Verification;370260;Verification;5;Public Works.ProcessOwner;221350;danelle;OPEN;2020-04-16T09:11:14.000Z;2020-05-09T08:31:48.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370260
2416;Instance #370264 of Verification;370264;Verification;5;Public Works.ProcessOwner;221354;danelle;OPEN;2020-04-16T09:12:32.000Z;2020-05-09T08:31:27.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370264
2417;Instance #380344 of Verification;380344;Verification;5;Public Works.ProcessOwner;221425;danelle;OPEN;2020-04-16T10:43:16.000Z;2020-05-09T08:34:19.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380344
2418;Instance #380346 of Verification;380346;Verification;5;Public Works.ProcessOwner;221427;danelle;OPEN;2020-04-16T10:44:58.000Z;2020-05-09T08:34:09.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380346
2419;Instance #380348 of Verification;380348;Verification;5;Public Works.ProcessOwner;221433;danelle;OPEN;2020-04-16T11:05:54.000Z;2020-05-09T08:34:52.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380348
2420;Instance #380350 of Verification;380350;Verification;5;Public Works.ProcessOwner;221435;danelle;OPEN;2020-04-16T11:07:05.000Z;2020-05-09T08:35:03.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380350
2421;Instance #370320 of Verification;370320;Verification;5;Public Works.ProcessOwner;221441;danelle;OPEN;2020-04-16T12:05:46.000Z;2020-05-09T08:36:02.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370320
2422;Instance #370338 of Verification;370338;Verification;5;Public Works.ProcessOwner;221459;danelle;OPEN;2020-04-16T12:26:19.000Z;2020-05-09T08:31:59.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370338
2423;Instance #370344 of Verification;370344;Verification;5;Public Works.ProcessOwner;221465;danelle;OPEN;2020-04-16T12:27:37.000Z;2020-05-09T08:36:14.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370344
2424;Instance #370418 of Verification;370418;Verification;5;Public Works.ProcessOwner;221546;janeske;OPEN;2020-04-16T13:32:00.000Z;2020-04-16T13:32:01.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370418
2425;Instance #370425 of Verification;370425;Verification;5;Public Works.ProcessOwner;221553;janeske;OPEN;2020-04-16T13:33:32.000Z;2020-04-16T13:33:32.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370425
2426;Instance #370432 of Verification;370432;Verification;5;Public Works.ProcessOwner;221560;janeske;OPEN;2020-04-16T13:35:15.000Z;2020-05-09T08:45:30.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370432
2427;Instance #370434 of Verification;370434;Verification;5;Public Works.ProcessOwner;221562;janeske;OPEN;2020-04-16T13:36:56.000Z;2020-05-09T08:46:05.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370434
2428;Instance #370436 of Verification;370436;Verification;5;Public Works.ProcessOwner;221564;janeske;OPEN;2020-04-16T13:38:12.000Z;2020-04-16T13:38:12.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370436
2429;Instance #380362 of Verification;380362;Verification;5;Public Works.ProcessOwner;221569;danelle;OPEN;2020-04-17T05:50:36.000Z;2020-05-09T08:34:42.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380362
2430;Instance #380365 of Verification;380365;Verification;5;Public Works.ProcessOwner;221572;danelle;OPEN;2020-04-17T06:35:20.000Z;2020-05-09T08:31:38.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380365
2431;Instance #380367 of Verification;380367;Verification;5;Public Works.ProcessOwner;221574;danelle;OPEN;2020-04-17T06:36:16.000Z;2020-05-09T08:33:49.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380367
2432;Instance #380369 of Verification;380369;Verification;5;Public Works.ProcessOwner;221576;danelle;OPEN;2020-04-17T06:37:48.000Z;2020-05-09T08:33:39.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380369
2433;Instance #380371 of Verification;380371;Verification;5;Public Works.ProcessOwner;221578;danelle;OPEN;2020-04-17T06:38:46.000Z;2020-05-09T08:33:59.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380371
2434;Instance #380373 of Verification;380373;Verification;5;Public Works.ProcessOwner;221580;danelle;OPEN;2020-04-17T06:39:46.000Z;2020-05-09T08:33:29.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380373
2435;Instance #380375 of Verification;380375;Verification;5;Public Works.ProcessOwner;221582;danelle;OPEN;2020-04-17T06:40:34.000Z;2020-05-09T08:33:19.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380375
2436;Instance #380377 of Verification;380377;Verification;5;Public Works.ProcessOwner;221584;danelle;OPEN;2020-04-17T06:41:44.000Z;2020-05-09T08:33:08.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380377
2437;Instance #380379 of Verification;380379;Verification;5;Public Works.ProcessOwner;221586;danelle;OPEN;2020-04-17T06:42:33.000Z;2020-05-09T08:32:57.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380379
2438;Instance #380419 of Verification;380419;Verification;5;Public Works.ProcessOwner;221646;janeske;OPEN;2020-04-17T09:52:24.000Z;2020-05-09T08:45:20.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/380419
2439;Instance #370518 of Verification;370518;Verification;5;Public Works.ProcessOwner;221751;janeske;OPEN;2020-04-17T14:04:24.000Z;2020-05-09T08:41:43.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370518
2440;Instance #370520 of Verification;370520;Verification;5;Public Works.ProcessOwner;221753;janeske;OPEN;2020-04-17T14:05:50.000Z;2020-05-09T08:41:01.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370520
2441;Instance #370522 of Verification;370522;Verification;5;Public Works.ProcessOwner;221756;janeske;OPEN;2020-04-17T14:09:55.000Z;2020-05-09T08:39:26.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/370522
2442;Instance #390082 of Verification;390082;Verification;5;Public Works.ProcessOwner;221922;rudolf;OPEN;2020-04-20T07:11:25.000Z;2020-04-20T07:11:27.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390082
2443;Instance #400062 of Verification;400062;Verification;5;Public Works.ProcessOwner;221996;danelle;OPEN;2020-04-20T09:36:37.000Z;2020-05-09T08:35:49.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400062
2444;Instance #400064 of Verification;400064;Verification;5;Public Works.ProcessOwner;221998;danelle;OPEN;2020-04-20T09:37:55.000Z;2020-05-09T08:35:25.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400064
2445;Instance #400066 of Verification;400066;Verification;5;Public Works.ProcessOwner;222000;danelle;OPEN;2020-04-20T09:38:47.000Z;2020-05-09T08:35:14.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400066
2446;Instance #390122 of Verification;390122;Verification;5;Public Works.ProcessOwner;222012;janeske;OPEN;2020-04-20T09:44:07.000Z;2020-05-09T08:39:16.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390122
2447;Instance #390124 of Verification;390124;Verification;5;Public Works.ProcessOwner;222014;janeske;OPEN;2020-04-20T09:45:14.000Z;2020-05-09T08:39:06.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390124
2448;Instance #390130 of Verification;390130;Verification;5;Public Works.ProcessOwner;222030;danelle;OPEN;2020-04-20T10:06:18.000Z;2020-05-09T08:37:41.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390130
2449;Instance #390132 of Verification;390132;Verification;5;Public Works.ProcessOwner;222032;danelle;OPEN;2020-04-20T10:07:33.000Z;2020-05-09T08:37:29.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390132
2450;Instance #400085 of Verification;400085;Verification;5;Public Works.ProcessOwner;222034;janeske;OPEN;2020-04-20T10:07:37.000Z;2020-04-21T18:18:19.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400085
2451;Instance #400087 of Verification;400087;Verification;5;Public Works.ProcessOwner;222036;danelle;OPEN;2020-04-20T10:08:22.000Z;2020-05-09T08:51:26.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400087
2452;Instance #400089 of Verification;400089;Verification;5;Public Works.ProcessOwner;222038;danelle;OPEN;2020-04-20T10:09:15.000Z;2020-05-09T08:36:47.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400089
2453;Instance #400091 of Verification;400091;Verification;5;Public Works.ProcessOwner;222040;danelle;OPEN;2020-04-20T10:10:36.000Z;2020-05-09T08:36:36.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400091
2454;Instance #400093 of Verification;400093;Verification;5;Public Works.ProcessOwner;222042;danelle;OPEN;2020-04-20T10:11:53.000Z;2020-05-09T08:51:04.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400093
2455;Instance #400098 of Verification;400098;Verification;5;Public Works.ProcessOwner;222047;danelle;OPEN;2020-04-20T10:13:07.000Z;2020-05-09T08:36:24.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400098
2456;Instance #400100 of Verification;400100;Verification;5;Public Works.ProcessOwner;222049;danelle;OPEN;2020-04-20T10:14:17.000Z;2020-05-09T08:32:46.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400100
2457;Instance #400102 of Verification;400102;Verification;5;Public Works.ProcessOwner;222051;danelle;OPEN;2020-04-20T10:15:19.000Z;2020-05-09T08:32:36.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400102
2458;Instance #400104 of Verification;400104;Verification;5;Public Works.ProcessOwner;222053;danelle;OPEN;2020-04-20T10:16:30.000Z;2020-05-09T08:32:09.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400104
2459;Instance #400156 of Verification;400156;Verification;5;Public Works.ProcessOwner;222153;janeske;OPEN;2020-04-20T19:30:09.000Z;2020-05-09T08:38:56.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400156
2460;Instance #400158 of Verification;400158;Verification;5;Public Works.ProcessOwner;222155;janeske;OPEN;2020-04-20T19:30:22.000Z;2020-05-09T08:38:45.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400158
2461;Instance #400160 of Verification;400160;Verification;5;Public Works.ProcessOwner;222157;janeske;OPEN;2020-04-20T19:30:46.000Z;2020-05-09T08:38:34.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400160
2462;Instance #400231 of Verification;400231;Verification;5;Public Works.ProcessOwner;222242;danelle;OPEN;2020-04-21T04:25:26.000Z;2020-05-09T07:53:18.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400231
2463;Instance #400233 of Verification;400233;Verification;5;Public Works.ProcessOwner;222244;danelle;OPEN;2020-04-21T04:27:09.000Z;2020-05-09T07:53:09.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400233
2464;Instance #400235 of Verification;400235;Verification;5;Public Works.ProcessOwner;222246;danelle;OPEN;2020-04-21T04:28:20.000Z;2020-05-09T07:53:04.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400235
2465;Instance #400237 of Verification;400237;Verification;5;Public Works.ProcessOwner;222248;danelle;OPEN;2020-04-21T04:29:12.000Z;2020-05-09T07:52:59.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400237
2466;Instance #400239 of Verification;400239;Verification;5;Public Works.ProcessOwner;222250;danelle;OPEN;2020-04-21T04:29:58.000Z;2020-05-09T07:52:48.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400239
2467;Instance #400241 of Verification;400241;Verification;5;Public Works.ProcessOwner;222252;danelle;OPEN;2020-04-21T04:30:54.000Z;2020-05-09T07:52:38.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400241
2468;Instance #400243 of Verification;400243;Verification;5;Public Works.ProcessOwner;222254;danelle;OPEN;2020-04-21T04:31:35.000Z;2020-05-09T07:57:57.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400243
2469;Instance #400245 of Verification;400245;Verification;5;Public Works.ProcessOwner;222256;danelle;OPEN;2020-04-21T04:32:21.000Z;2020-05-09T07:55:56.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400245
2470;Instance #400247 of Verification;400247;Verification;5;Public Works.ProcessOwner;222258;danelle;OPEN;2020-04-21T04:33:24.000Z;2020-05-09T07:55:46.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400247
2471;Instance #400249 of Verification;400249;Verification;5;Public Works.ProcessOwner;222260;danelle;OPEN;2020-04-21T04:34:17.000Z;2020-05-09T07:55:35.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400249
2472;Instance #400251 of Verification;400251;Verification;5;Public Works.ProcessOwner;222262;danelle;OPEN;2020-04-21T04:35:31.000Z;2020-05-09T07:55:26.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400251
2473;Instance #400253 of Verification;400253;Verification;5;Public Works.ProcessOwner;222264;danelle;OPEN;2020-04-21T04:36:28.000Z;2020-05-09T07:55:16.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400253
2474;Instance #390214 of Verification;390214;Verification;5;Public Works.ProcessOwner;222296;janeske;OPEN;2020-04-21T07:33:36.000Z;2020-05-09T08:30:54.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390214
2475;Instance #390216 of Verification;390216;Verification;5;Public Works.ProcessOwner;222299;janeske;OPEN;2020-04-21T07:33:56.000Z;2020-05-09T08:24:40.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390216
2476;Instance #390218 of Verification;390218;Verification;5;Public Works.ProcessOwner;222301;janeske;OPEN;2020-04-21T07:34:12.000Z;2020-05-10T19:08:19.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390218
2477;Instance #390220 of Verification;390220;Verification;5;Public Works.ProcessOwner;222303;janeske;OPEN;2020-04-21T07:34:25.000Z;2020-05-10T18:52:51.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390220
2478;Instance #390222 of Verification;390222;Verification;5;Public Works.ProcessOwner;222305;janeske;OPEN;2020-04-21T07:34:38.000Z;2020-05-10T19:08:25.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390222
2479;Instance #390224 of Verification;390224;Verification;5;Public Works.ProcessOwner;222307;janeske;OPEN;2020-04-21T07:34:52.000Z;2020-05-10T18:52:43.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390224
2480;Instance #390226 of Verification;390226;Verification;5;Public Works.ProcessOwner;222309;janeske;OPEN;2020-04-21T07:35:03.000Z;2020-05-10T18:52:35.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390226
2481;Instance #390228 of Verification;390228;Verification;5;Public Works.ProcessOwner;222311;janeske;OPEN;2020-04-21T07:35:17.000Z;2020-05-10T18:52:26.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390228
2482;Instance #390230 of Verification;390230;Verification;5;Public Works.ProcessOwner;222313;janeske;OPEN;2020-04-21T07:35:31.000Z;2020-05-10T18:52:17.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390230
2483;Instance #390232 of Verification;390232;Verification;5;Public Works.ProcessOwner;222315;janeske;OPEN;2020-04-21T07:35:45.000Z;2020-05-09T08:24:24.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390232
2484;Instance #400314 of Verification;400314;Verification;5;Public Works.ProcessOwner;222486;danelle;OPEN;2020-04-22T05:50:33.000Z;2020-05-09T07:40:52.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400314
2485;Instance #400316 of Verification;400316;Verification;5;Public Works.ProcessOwner;222488;danelle;OPEN;2020-04-22T05:54:53.000Z;2020-05-09T07:40:42.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400316
2486;Instance #400318 of Verification;400318;Verification;5;Public Works.ProcessOwner;222490;danelle;OPEN;2020-04-22T05:55:40.000Z;2020-05-09T07:40:29.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400318
2487;Instance #400320 of Verification;400320;Verification;5;Public Works.ProcessOwner;222492;danelle;OPEN;2020-04-22T05:56:36.000Z;2020-05-08T12:30:17.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400320
2488;Instance #400322 of Verification;400322;Verification;5;Public Works.ProcessOwner;222494;danelle;OPEN;2020-04-22T05:57:43.000Z;2020-05-09T07:41:01.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400322
2489;Instance #390357 of Verification;390357;Verification;5;Public Works.ProcessOwner;222497;danelle;OPEN;2020-04-22T05:58:53.000Z;2020-05-09T07:52:17.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390357
2490;Instance #390359 of Verification;390359;Verification;5;Public Works.ProcessOwner;222499;danelle;OPEN;2020-04-22T06:00:17.000Z;2020-05-09T07:54:41.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/390359
2491;Instance #400449 of Verification;400449;Verification;5;Public Works.ProcessOwner;222649;andre;OPEN;2020-04-22T10:09:19.000Z;2020-04-22T10:17:48.000Z;oracleinternalpcs~Public_Works!4.6~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/400449
